,RIAGENDR,RIDAGEMN,RIDRETH1,HIGHEST_EDUCATION,RETIRED
4092,2.0,369.0,4.0,COLLEGE,0.0
4093,1.0,497.0,3.0,COLLEGE,0.0
4096,1.0,11.0,3.0,ELEMENTARY,0.0
4102,1.0,23.0,2.0,ELEMENTARY,0.0
4103,2.0,10.0,4.0,ELEMENTARY,0.0
4104,2.0,16.0,3.0,ELEMENTARY,0.0
4107,2.0,968.0,3.0,OTHERS,1.0
4115,1.0,52.0,4.0,ELEMENTARY,0.0
4117,2.0,234.0,1.0,HIGHSCHOOL,0.0
4119,1.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
4123,1.0,27.0,1.0,ELEMENTARY,0.0
4124,1.0,90.0,4.0,ELEMENTARY,0.0
4132,1.0,29.0,1.0,ELEMENTARY,0.0
4137,1.0,15.0,3.0,ELEMENTARY,0.0
4140,2.0,56.0,4.0,ELEMENTARY,0.0
4145,2.0,28.0,3.0,ELEMENTARY,0.0
4148,1.0,44.0,3.0,ELEMENTARY,0.0
4149,2.0,18.0,3.0,ELEMENTARY,0.0
4152,1.0,9.0,1.0,ELEMENTARY,0.0
4162,2.0,12.0,1.0,ELEMENTARY,0.0
4166,1.0,189.0,2.0,ELEMENTARY,0.0
4167,2.0,66.0,4.0,ELEMENTARY,0.0
4196,2.0,26.0,3.0,ELEMENTARY,0.0
4205,1.0,31.0,4.0,ELEMENTARY,0.0
4206,2.0,67.0,4.0,ELEMENTARY,0.0
4211,1.0,32.0,3.0,ELEMENTARY,0.0
4219,1.0,71.0,3.0,ELEMENTARY,0.0
4220,2.0,9.0,1.0,ELEMENTARY,0.0
4229,1.0,32.0,3.0,ELEMENTARY,0.0
4231,2.0,70.0,3.0,ELEMENTARY,0.0
4232,2.0,8.0,1.0,ELEMENTARY,0.0
4233,1.0,37.0,5.0,ELEMENTARY,0.0
4234,1.0,4.0,5.0,ELEMENTARY,0.0
4236,2.0,34.0,3.0,ELEMENTARY,0.0
4238,1.0,18.0,1.0,ELEMENTARY,0.0
4239,2.0,56.0,3.0,ELEMENTARY,0.0
4243,2.0,63.0,1.0,ELEMENTARY,0.0
4246,2.0,57.0,3.0,ELEMENTARY,0.0
4252,1.0,8.0,1.0,ELEMENTARY,0.0
4260,2.0,64.0,4.0,ELEMENTARY,0.0
4261,1.0,38.0,1.0,ELEMENTARY,0.0
4263,2.0,252.0,3.0,ELEMENTARY,0.0
4271,1.0,30.0,4.0,ELEMENTARY,0.0
4273,1.0,15.0,4.0,ELEMENTARY,0.0
4274,2.0,15.0,1.0,ELEMENTARY,0.0
4279,2.0,77.0,2.0,ELEMENTARY,0.0
4288,2.0,23.0,3.0,ELEMENTARY,0.0
4295,2.0,31.0,2.0,ELEMENTARY,0.0
4299,1.0,49.0,4.0,ELEMENTARY,0.0
4306,1.0,12.0,4.0,ELEMENTARY,0.0
4313,2.0,48.0,3.0,ELEMENTARY,0.0
4320,1.0,38.0,1.0,ELEMENTARY,0.0
4322,2.0,60.0,4.0,ELEMENTARY,0.0
4325,2.0,69.0,1.0,ELEMENTARY,0.0
4332,2.0,62.0,1.0,ELEMENTARY,0.0
4334,2.0,15.0,5.0,ELEMENTARY,0.0
4340,1.0,61.0,3.0,ELEMENTARY,0.0
4341,1.0,58.0,3.0,ELEMENTARY,0.0
4344,2.0,5.0,1.0,ELEMENTARY,0.0
4345,2.0,9.0,1.0,ELEMENTARY,0.0
4351,1.0,19.0,4.0,ELEMENTARY,0.0
4352,1.0,5.397605346934028e-79,1.0,ELEMENTARY,0.0
4353,2.0,29.0,3.0,ELEMENTARY,0.0
4354,2.0,51.0,1.0,ELEMENTARY,0.0
4357,2.0,6.0,1.0,ELEMENTARY,0.0
4372,1.0,48.0,4.0,ELEMENTARY,0.0
4381,2.0,27.0,4.0,ELEMENTARY,0.0
4387,1.0,20.0,4.0,ELEMENTARY,0.0
4389,2.0,24.0,1.0,ELEMENTARY,0.0
4391,2.0,420.0,3.0,COLLEGE,0.0
4392,1.0,46.0,1.0,ELEMENTARY,0.0
4393,1.0,39.0,3.0,ELEMENTARY,0.0
4407,1.0,3.0,1.0,ELEMENTARY,0.0
4411,2.0,10.0,4.0,ELEMENTARY,0.0
4417,1.0,331.0,3.0,COLLEGE,0.0
4434,2.0,737.0,3.0,COLLEGE,1.0
4436,2.0,34.0,3.0,ELEMENTARY,0.0
4447,1.0,38.0,3.0,ELEMENTARY,0.0
4449,2.0,10.0,1.0,ELEMENTARY,0.0
4455,1.0,69.0,1.0,ELEMENTARY,0.0
4458,1.0,71.0,3.0,ELEMENTARY,0.0
4462,1.0,68.0,1.0,ELEMENTARY,0.0
4463,1.0,5.397605346934028e-79,4.0,ELEMENTARY,0.0
4464,1.0,846.0,3.0,HIGHSCHOOL,1.0
4468,1.0,28.0,1.0,ELEMENTARY,0.0
4469,2.0,42.0,5.0,ELEMENTARY,0.0
4470,2.0,57.0,4.0,ELEMENTARY,0.0
4471,1.0,6.0,1.0,ELEMENTARY,0.0
4472,1.0,106.0,4.0,ELEMENTARY,0.0
4473,2.0,29.0,1.0,ELEMENTARY,0.0
4483,2.0,15.0,2.0,ELEMENTARY,0.0
4488,2.0,30.0,5.0,ELEMENTARY,0.0
4495,2.0,4.0,4.0,ELEMENTARY,0.0
4502,1.0,40.0,1.0,ELEMENTARY,0.0
4508,2.0,900.0,3.0,COLLEGE,1.0
4509,2.0,8.0,1.0,ELEMENTARY,0.0
4513,2.0,165.0,1.0,ELEMENTARY,0.0
4520,1.0,38.0,1.0,ELEMENTARY,0.0
4521,1.0,182.0,4.0,ELEMENTARY,0.0
4522,2.0,15.0,3.0,ELEMENTARY,0.0
4539,2.0,55.0,5.0,ELEMENTARY,0.0
4544,1.0,10.0,3.0,ELEMENTARY,0.0
4547,2.0,35.0,5.0,ELEMENTARY,0.0
4550,2.0,203.0,2.0,ELEMENTARY,0.0
4556,2.0,46.0,5.0,ELEMENTARY,0.0
4567,2.0,1068.0,3.0,OTHERS,1.0
4587,1.0,8.0,1.0,ELEMENTARY,0.0
4589,2.0,160.0,1.0,ELEMENTARY,0.0
4594,1.0,29.0,1.0,ELEMENTARY,0.0
4596,2.0,5.0,4.0,ELEMENTARY,0.0
4601,2.0,1068.0,3.0,HIGHSCHOOL,1.0
4605,2.0,23.0,5.0,ELEMENTARY,0.0
4607,1.0,55.0,3.0,ELEMENTARY,0.0
4613,1.0,31.0,4.0,ELEMENTARY,0.0
4626,2.0,12.0,3.0,ELEMENTARY,0.0
4630,1.0,31.0,1.0,ELEMENTARY,0.0
4631,2.0,52.0,2.0,ELEMENTARY,0.0
4632,1.0,52.0,3.0,ELEMENTARY,0.0
4640,2.0,15.0,3.0,ELEMENTARY,0.0
4641,2.0,172.0,4.0,ELEMENTARY,0.0
4642,2.0,163.0,3.0,ELEMENTARY,0.0
4645,2.0,53.0,3.0,ELEMENTARY,0.0
4647,1.0,45.0,4.0,ELEMENTARY,0.0
4660,1.0,2.0,1.0,ELEMENTARY,0.0
4670,1.0,10.0,3.0,ELEMENTARY,0.0
4679,1.0,62.0,1.0,ELEMENTARY,0.0
4687,2.0,52.0,4.0,ELEMENTARY,0.0
4688,2.0,34.0,3.0,ELEMENTARY,0.0
4698,2.0,70.0,3.0,ELEMENTARY,0.0
4701,2.0,134.0,3.0,ELEMENTARY,0.0
4704,1.0,66.0,1.0,ELEMENTARY,0.0
4712,1.0,365.0,4.0,ELEMENTARY,0.0
4713,1.0,13.0,1.0,ELEMENTARY,0.0
4714,1.0,26.0,4.0,ELEMENTARY,0.0
4716,1.0,25.0,3.0,ELEMENTARY,0.0
4717,2.0,41.0,1.0,ELEMENTARY,0.0
4721,1.0,27.0,2.0,ELEMENTARY,0.0
4723,2.0,14.0,1.0,ELEMENTARY,0.0
4727,1.0,301.0,3.0,HIGHSCHOOL,0.0
4733,1.0,22.0,1.0,ELEMENTARY,0.0
4734,2.0,152.0,3.0,ELEMENTARY,0.0
4739,2.0,490.0,1.0,HIGHSCHOOL,0.0
4752,2.0,8.0,1.0,ELEMENTARY,0.0
4765,1.0,13.0,5.0,ELEMENTARY,0.0
4772,2.0,62.0,4.0,ELEMENTARY,0.0
4773,1.0,1.0,1.0,ELEMENTARY,0.0
4774,1.0,11.0,4.0,ELEMENTARY,0.0
4776,2.0,20.0,4.0,ELEMENTARY,0.0
4784,2.0,34.0,1.0,ELEMENTARY,0.0
4787,1.0,37.0,1.0,ELEMENTARY,0.0
4789,1.0,1.0,1.0,ELEMENTARY,0.0
4790,1.0,12.0,4.0,ELEMENTARY,0.0
4794,1.0,12.0,3.0,ELEMENTARY,0.0
4797,1.0,61.0,4.0,ELEMENTARY,0.0
4805,1.0,2.0,1.0,ELEMENTARY,0.0
4807,1.0,60.0,4.0,ELEMENTARY,0.0
4817,1.0,60.0,3.0,ELEMENTARY,0.0
4818,1.0,31.0,1.0,ELEMENTARY,0.0
4823,1.0,12.0,4.0,ELEMENTARY,0.0
4824,1.0,3.0,4.0,ELEMENTARY,0.0
4825,1.0,8.0,1.0,ELEMENTARY,0.0
4827,2.0,12.0,4.0,ELEMENTARY,0.0
4839,1.0,35.0,4.0,ELEMENTARY,0.0
4841,1.0,514.0,3.0,COLLEGE,0.0
4843,2.0,32.0,3.0,ELEMENTARY,0.0
4846,2.0,33.0,3.0,ELEMENTARY,0.0
4857,2.0,63.0,4.0,ELEMENTARY,0.0
4859,1.0,10.0,2.0,ELEMENTARY,0.0
4861,1.0,524.0,1.0,HIGHSCHOOL,0.0
4866,1.0,26.0,3.0,ELEMENTARY,0.0
4867,2.0,67.0,3.0,ELEMENTARY,0.0
4868,1.0,53.0,5.0,ELEMENTARY,0.0
4869,1.0,6.0,1.0,ELEMENTARY,0.0
4870,1.0,217.0,1.0,HIGHSCHOOL,0.0
4871,2.0,59.0,1.0,ELEMENTARY,0.0
4873,1.0,14.0,1.0,ELEMENTARY,0.0
4883,2.0,5.0,1.0,ELEMENTARY,0.0
4895,1.0,35.0,5.0,ELEMENTARY,0.0
4906,2.0,242.0,3.0,HIGHSCHOOL,0.0
4907,1.0,4.0,1.0,ELEMENTARY,0.0
4910,2.0,9.0,5.0,ELEMENTARY,0.0
4912,2.0,33.0,1.0,ELEMENTARY,0.0
4914,1.0,42.0,3.0,ELEMENTARY,0.0
4916,1.0,154.0,4.0,ELEMENTARY,0.0
4922,2.0,57.0,1.0,ELEMENTARY,0.0
4924,2.0,27.0,1.0,ELEMENTARY,0.0
4940,1.0,284.0,1.0,ELEMENTARY,0.0
4941,1.0,47.0,3.0,ELEMENTARY,0.0
4945,1.0,47.0,4.0,ELEMENTARY,0.0
4967,2.0,44.0,2.0,ELEMENTARY,0.0
4970,1.0,46.0,4.0,ELEMENTARY,0.0
4980,1.0,18.0,1.0,ELEMENTARY,0.0
4986,2.0,443.0,3.0,HIGHSCHOOL,0.0
4999,1.0,45.0,4.0,ELEMENTARY,0.0
5000,1.0,18.0,5.0,ELEMENTARY,0.0
5003,1.0,18.0,3.0,ELEMENTARY,0.0
5008,2.0,56.0,3.0,ELEMENTARY,0.0
5012,1.0,3.0,1.0,ELEMENTARY,0.0
5014,2.0,28.0,3.0,ELEMENTARY,0.0
5018,1.0,9.0,3.0,ELEMENTARY,0.0
5019,1.0,2.0,1.0,ELEMENTARY,0.0
5024,2.0,1.0,3.0,ELEMENTARY,0.0
5026,2.0,65.0,3.0,ELEMENTARY,0.0
5029,2.0,43.0,5.0,ELEMENTARY,0.0
5030,2.0,44.0,3.0,ELEMENTARY,0.0
5035,2.0,60.0,4.0,ELEMENTARY,0.0
5046,2.0,60.0,1.0,ELEMENTARY,0.0
5053,1.0,34.0,1.0,ELEMENTARY,0.0
5054,2.0,11.0,1.0,ELEMENTARY,0.0
5056,2.0,25.0,1.0,ELEMENTARY,0.0
5062,2.0,224.0,4.0,HIGHSCHOOL,0.0
5071,2.0,54.0,1.0,ELEMENTARY,0.0
5079,1.0,383.0,1.0,ELEMENTARY,0.0
5081,1.0,38.0,4.0,ELEMENTARY,0.0
5083,1.0,21.0,4.0,ELEMENTARY,0.0
5088,1.0,31.0,4.0,ELEMENTARY,0.0
5092,2.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
5095,1.0,5.397605346934028e-79,1.0,ELEMENTARY,0.0
5099,1.0,769.0,4.0,OTHERS,0.0
5104,2.0,68.0,4.0,ELEMENTARY,0.0
5106,1.0,62.0,1.0,ELEMENTARY,0.0
5109,2.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
5117,2.0,20.0,3.0,ELEMENTARY,0.0
5129,1.0,195.0,4.0,ELEMENTARY,0.0
5132,1.0,25.0,1.0,ELEMENTARY,0.0
5133,2.0,13.0,3.0,ELEMENTARY,0.0
5134,1.0,53.0,3.0,ELEMENTARY,0.0
5145,2.0,65.0,1.0,ELEMENTARY,0.0
5146,1.0,2.0,1.0,ELEMENTARY,0.0
5147,2.0,32.0,1.0,ELEMENTARY,0.0
5162,1.0,1.0,1.0,ELEMENTARY,0.0
5166,1.0,670.0,1.0,ELEMENTARY,0.0
5173,1.0,30.0,3.0,ELEMENTARY,0.0
5183,2.0,28.0,1.0,ELEMENTARY,0.0
5188,2.0,33.0,1.0,ELEMENTARY,0.0
5190,2.0,9.0,2.0,ELEMENTARY,0.0
5191,1.0,55.0,3.0,ELEMENTARY,0.0
5197,2.0,56.0,1.0,ELEMENTARY,0.0
5200,2.0,1.0,2.0,ELEMENTARY,0.0
5211,1.0,12.0,1.0,ELEMENTARY,0.0
5218,1.0,58.0,3.0,ELEMENTARY,0.0
5228,1.0,19.0,4.0,ELEMENTARY,0.0
5242,2.0,500.0,1.0,OTHERS,0.0
5244,2.0,6.0,5.0,ELEMENTARY,0.0
5245,1.0,67.0,3.0,ELEMENTARY,0.0
5249,1.0,48.0,4.0,ELEMENTARY,0.0
5255,2.0,28.0,4.0,ELEMENTARY,0.0
5256,2.0,51.0,4.0,ELEMENTARY,0.0
5258,2.0,1.0,4.0,ELEMENTARY,0.0
5266,2.0,25.0,4.0,ELEMENTARY,0.0
5268,1.0,59.0,3.0,ELEMENTARY,0.0
5272,1.0,2.0,4.0,ELEMENTARY,0.0
5275,1.0,1.0,3.0,ELEMENTARY,0.0
5283,1.0,15.0,4.0,ELEMENTARY,0.0
5284,1.0,61.0,1.0,ELEMENTARY,0.0
5286,1.0,70.0,1.0,ELEMENTARY,0.0
5290,2.0,61.0,5.0,ELEMENTARY,0.0
5298,2.0,10.0,1.0,ELEMENTARY,0.0
5303,2.0,32.0,1.0,ELEMENTARY,0.0
5304,2.0,12.0,4.0,ELEMENTARY,0.0
5308,1.0,5.397605346934028e-79,2.0,ELEMENTARY,0.0
5318,2.0,19.0,3.0,ELEMENTARY,0.0
5320,1.0,66.0,3.0,ELEMENTARY,0.0
5321,2.0,16.0,1.0,ELEMENTARY,0.0
5322,1.0,217.0,4.0,ELEMENTARY,0.0
5323,1.0,45.0,4.0,ELEMENTARY,0.0
5326,2.0,23.0,4.0,ELEMENTARY,0.0
5328,2.0,58.0,1.0,ELEMENTARY,0.0
5344,2.0,40.0,1.0,ELEMENTARY,0.0
5346,2.0,43.0,4.0,ELEMENTARY,0.0
5349,2.0,70.0,1.0,ELEMENTARY,0.0
5350,2.0,60.0,4.0,ELEMENTARY,0.0
5358,1.0,16.0,5.0,ELEMENTARY,0.0
5361,1.0,12.0,1.0,ELEMENTARY,0.0
5364,1.0,5.0,3.0,ELEMENTARY,0.0
5368,1.0,68.0,3.0,ELEMENTARY,0.0
5374,1.0,31.0,1.0,ELEMENTARY,0.0
5378,2.0,25.0,3.0,ELEMENTARY,0.0
5381,1.0,4.0,4.0,ELEMENTARY,0.0
5383,1.0,14.0,4.0,ELEMENTARY,0.0
5386,2.0,58.0,1.0,ELEMENTARY,0.0
5399,1.0,4.0,4.0,ELEMENTARY,0.0
5414,2.0,40.0,3.0,ELEMENTARY,0.0
5415,2.0,17.0,4.0,ELEMENTARY,0.0
5416,2.0,33.0,1.0,ELEMENTARY,0.0
5420,1.0,52.0,1.0,ELEMENTARY,0.0
5435,2.0,257.0,1.0,HIGHSCHOOL,0.0
5439,1.0,56.0,3.0,ELEMENTARY,0.0
5440,1.0,5.0,2.0,ELEMENTARY,0.0
5446,2.0,20.0,1.0,ELEMENTARY,0.0
5447,2.0,31.0,4.0,ELEMENTARY,0.0
5451,1.0,17.0,3.0,ELEMENTARY,0.0
5461,2.0,19.0,3.0,ELEMENTARY,0.0
5464,2.0,19.0,3.0,ELEMENTARY,0.0
5467,1.0,16.0,3.0,ELEMENTARY,0.0
5472,2.0,11.0,3.0,ELEMENTARY,0.0
5475,2.0,47.0,3.0,ELEMENTARY,0.0
5482,2.0,48.0,3.0,ELEMENTARY,0.0
5483,2.0,52.0,4.0,ELEMENTARY,0.0
5484,1.0,67.0,1.0,ELEMENTARY,0.0
5486,1.0,14.0,1.0,ELEMENTARY,0.0
5489,1.0,67.0,3.0,ELEMENTARY,0.0
5497,1.0,23.0,4.0,ELEMENTARY,0.0
5514,1.0,30.0,1.0,ELEMENTARY,0.0
5516,1.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
5530,1.0,23.0,4.0,ELEMENTARY,0.0
5531,1.0,46.0,5.0,ELEMENTARY,0.0
5532,1.0,10.0,4.0,ELEMENTARY,0.0
5538,2.0,11.0,3.0,ELEMENTARY,0.0
5540,1.0,373.0,5.0,COLLEGE,0.0
5542,2.0,56.0,3.0,ELEMENTARY,0.0
5550,1.0,17.0,4.0,ELEMENTARY,0.0
5552,1.0,8.0,3.0,ELEMENTARY,0.0
5553,1.0,67.0,4.0,ELEMENTARY,0.0
5555,2.0,23.0,3.0,ELEMENTARY,0.0
5556,2.0,19.0,3.0,ELEMENTARY,0.0
5565,2.0,59.0,1.0,ELEMENTARY,0.0
5566,2.0,5.0,1.0,ELEMENTARY,0.0
5569,1.0,28.0,1.0,ELEMENTARY,0.0
5581,1.0,489.0,3.0,COLLEGE,0.0
5582,1.0,15.0,1.0,ELEMENTARY,0.0
5585,1.0,27.0,3.0,ELEMENTARY,0.0
5588,2.0,41.0,4.0,ELEMENTARY,0.0
5595,1.0,22.0,3.0,ELEMENTARY,0.0
5597,1.0,11.0,2.0,ELEMENTARY,0.0
5607,1.0,1.0,3.0,ELEMENTARY,0.0
5610,1.0,62.0,1.0,ELEMENTARY,0.0
5613,2.0,144.0,2.0,ELEMENTARY,0.0
5617,1.0,56.0,4.0,ELEMENTARY,0.0
5621,2.0,7.0,3.0,ELEMENTARY,0.0
5624,1.0,774.0,1.0,ELEMENTARY,0.0
5630,2.0,1068.0,3.0,HIGHSCHOOL,1.0
5639,2.0,52.0,1.0,ELEMENTARY,0.0
5641,1.0,4.0,3.0,ELEMENTARY,0.0
5642,1.0,8.0,3.0,ELEMENTARY,0.0
5643,2.0,61.0,4.0,ELEMENTARY,0.0
5651,1.0,69.0,3.0,ELEMENTARY,0.0
5653,1.0,11.0,1.0,ELEMENTARY,0.0
5654,1.0,1.0,1.0,ELEMENTARY,0.0
5658,2.0,64.0,2.0,ELEMENTARY,0.0
5662,1.0,69.0,2.0,ELEMENTARY,0.0
5676,2.0,30.0,2.0,ELEMENTARY,0.0
5680,2.0,18.0,3.0,ELEMENTARY,0.0
5693,1.0,26.0,2.0,ELEMENTARY,0.0
5695,2.0,29.0,3.0,ELEMENTARY,0.0
5702,1.0,1.0,3.0,ELEMENTARY,0.0
5706,2.0,28.0,1.0,ELEMENTARY,0.0
5709,1.0,33.0,1.0,ELEMENTARY,0.0
5719,1.0,4.0,1.0,ELEMENTARY,0.0
5721,1.0,36.0,1.0,ELEMENTARY,0.0
5725,1.0,20.0,4.0,ELEMENTARY,0.0
5727,2.0,71.0,1.0,ELEMENTARY,0.0
5729,1.0,3.0,4.0,ELEMENTARY,0.0
5731,1.0,227.0,3.0,ELEMENTARY,0.0
5745,1.0,27.0,3.0,ELEMENTARY,0.0
5757,1.0,40.0,1.0,ELEMENTARY,0.0
5759,2.0,226.0,1.0,HIGHSCHOOL,0.0
5760,2.0,7.0,1.0,ELEMENTARY,0.0
5763,2.0,37.0,4.0,ELEMENTARY,0.0
5768,1.0,3.0,1.0,ELEMENTARY,0.0
5774,1.0,42.0,5.0,ELEMENTARY,0.0
5778,2.0,30.0,3.0,ELEMENTARY,0.0
5779,1.0,61.0,1.0,ELEMENTARY,0.0
5785,1.0,11.0,1.0,ELEMENTARY,0.0
5794,1.0,747.0,3.0,COLLEGE,1.0
5803,2.0,26.0,1.0,ELEMENTARY,0.0
5809,2.0,19.0,1.0,ELEMENTARY,0.0
5811,2.0,3.0,1.0,ELEMENTARY,0.0
5815,2.0,45.0,4.0,ELEMENTARY,0.0
5821,1.0,44.0,3.0,ELEMENTARY,0.0
5822,2.0,256.0,3.0,ELEMENTARY,0.0
5831,2.0,33.0,3.0,ELEMENTARY,0.0
5841,1.0,7.0,1.0,ELEMENTARY,0.0
5845,1.0,51.0,4.0,ELEMENTARY,0.0
5852,1.0,22.0,3.0,ELEMENTARY,0.0
5855,1.0,7.0,3.0,ELEMENTARY,0.0
5856,1.0,65.0,4.0,ELEMENTARY,0.0
5862,2.0,12.0,1.0,ELEMENTARY,0.0
5863,1.0,1.0,1.0,ELEMENTARY,0.0
5870,2.0,7.0,1.0,ELEMENTARY,0.0
5876,1.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
5877,2.0,5.0,3.0,ELEMENTARY,0.0
5878,1.0,273.0,5.0,OTHERS,0.0
5881,1.0,31.0,1.0,ELEMENTARY,0.0
5882,2.0,19.0,4.0,ELEMENTARY,0.0
5884,2.0,26.0,1.0,ELEMENTARY,0.0
5886,1.0,25.0,4.0,ELEMENTARY,0.0
5888,2.0,6.0,3.0,ELEMENTARY,0.0
5889,1.0,207.0,5.0,ELEMENTARY,0.0
5890,2.0,67.0,4.0,ELEMENTARY,0.0
5897,1.0,6.0,1.0,ELEMENTARY,0.0
5902,2.0,7.0,1.0,ELEMENTARY,0.0
5905,2.0,838.0,5.0,ELEMENTARY,0.0
5915,1.0,36.0,3.0,ELEMENTARY,0.0
5916,2.0,306.0,3.0,OTHERS,0.0
5917,1.0,1.0,4.0,ELEMENTARY,0.0
5931,1.0,60.0,2.0,ELEMENTARY,0.0
5934,2.0,31.0,5.0,ELEMENTARY,0.0
5936,1.0,71.0,4.0,ELEMENTARY,0.0
5937,1.0,172.0,5.0,ELEMENTARY,0.0
5941,1.0,51.0,4.0,ELEMENTARY,0.0
5946,2.0,11.0,4.0,ELEMENTARY,0.0
5949,1.0,3.0,4.0,ELEMENTARY,0.0
5955,2.0,9.0,3.0,ELEMENTARY,0.0
5956,2.0,224.0,4.0,ELEMENTARY,0.0
5963,1.0,407.0,4.0,OTHERS,0.0
5969,1.0,71.0,3.0,ELEMENTARY,0.0
5973,2.0,25.0,5.0,ELEMENTARY,0.0
5974,2.0,126.0,4.0,ELEMENTARY,0.0
5992,2.0,28.0,3.0,ELEMENTARY,0.0
5996,2.0,44.0,5.0,ELEMENTARY,0.0
6014,2.0,23.0,3.0,ELEMENTARY,0.0
6017,1.0,43.0,5.0,ELEMENTARY,0.0
6018,2.0,55.0,1.0,ELEMENTARY,0.0
6026,2.0,67.0,4.0,ELEMENTARY,0.0
6029,1.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
6031,2.0,46.0,1.0,ELEMENTARY,0.0
6033,2.0,29.0,4.0,ELEMENTARY,0.0
6035,1.0,2.0,3.0,ELEMENTARY,0.0
6042,1.0,11.0,3.0,ELEMENTARY,0.0
6044,2.0,178.0,5.0,ELEMENTARY,0.0
6045,2.0,216.0,4.0,ELEMENTARY,0.0
6048,1.0,9.0,3.0,ELEMENTARY,0.0
6054,2.0,9.0,3.0,ELEMENTARY,0.0
6055,2.0,19.0,4.0,ELEMENTARY,0.0
6056,2.0,57.0,1.0,ELEMENTARY,0.0
6059,1.0,49.0,3.0,ELEMENTARY,0.0
6062,2.0,26.0,4.0,ELEMENTARY,0.0
6064,2.0,455.0,5.0,COLLEGE,0.0
6065,2.0,40.0,1.0,ELEMENTARY,0.0
6068,2.0,57.0,1.0,ELEMENTARY,0.0
6072,1.0,44.0,3.0,ELEMENTARY,0.0
6076,1.0,5.0,4.0,ELEMENTARY,0.0
6078,2.0,668.0,3.0,COLLEGE,0.0
6080,1.0,5.397605346934028e-79,1.0,ELEMENTARY,0.0
6082,1.0,19.0,4.0,ELEMENTARY,0.0
6084,1.0,12.0,1.0,ELEMENTARY,0.0
6087,1.0,17.0,1.0,ELEMENTARY,0.0
6089,2.0,70.0,3.0,ELEMENTARY,0.0
6095,2.0,34.0,4.0,ELEMENTARY,0.0
6105,1.0,22.0,4.0,ELEMENTARY,0.0
6119,1.0,9.0,1.0,ELEMENTARY,0.0
6122,1.0,32.0,3.0,ELEMENTARY,0.0
6139,2.0,232.0,2.0,HIGHSCHOOL,0.0
6146,2.0,20.0,1.0,ELEMENTARY,0.0
6158,1.0,9.0,5.0,ELEMENTARY,0.0
6161,1.0,29.0,3.0,ELEMENTARY,0.0
6164,2.0,35.0,1.0,ELEMENTARY,0.0
6170,1.0,17.0,3.0,ELEMENTARY,0.0
6172,2.0,316.0,4.0,COLLEGE,0.0
